"id","url","title","rating","user_rated","chapters","views","bookmarked","last_update"
48,https://www.mgeko.cc/manga/apocalyptic-food-stall/,Apocalyptic Food stall,"3.6","5","0-eng-li","4.0 K","190","7 hours, 17 minutes"
49,https://www.mgeko.cc/manga/medical-top-surgeon/,Medical Top Surgeon,"4.4","10","9-eng-li","19 K","233","4 hours, 28 minutes"
50,https://www.mgeko.cc/manga/steel-covenant/,Steel Covenant,"4.2","6","04-eng-li","15 K","248","9 hours, 18 minutes"
51,https://www.mgeko.cc/manga/the-evil-alchemist-cant-handle-his-own-experiment/,The Evil Alchemist Can't Handle His Own Experiment,"4.0","8","7-eng-li","21 K","262","13 hours, 5 minutes"
52,https://www.mgeko.cc/manga/the-hero-wants-a-married-woman-as-a-reward/,The Hero Wants a Married Woman as a Reward,"3.9","11","20-eng-li","49 K","315","13 hours, 6 minutes"
53,https://www.mgeko.cc/manga/noipa-chan-wa-abunai/,Noipa-chan Is Dangerous!,"4.3","9","5-eng-li","18 K","204","13 hours, 6 minutes"
54,https://www.mgeko.cc/manga/deadly-hour/,Deadly Hour,"3.0","2","3-eng-li","6.2 K","92","10 hours, 21 minutes"
55,https://www.mgeko.cc/manga/even-with-a-mana-stat-of-0-06-ill-become-the-strongest-with-just-my-skill/,"Even with a Mana stat of 0.06, I'll become the strongest with just my skill","3.4","5","1-eng-li","11 K","316","14 hours, 20 minutes"
56,https://www.mgeko.cc/manga/muscle-power/,Unstoppable Muscle Power,"3.1","10","4-eng-li","19 K","261","17 hours, 5 minutes"
57,https://www.mgeko.cc/manga/errand-boy/,The Ultimate Errand Boy,"2.6","8","4-eng-li","10 K","127","1 day, 5 hours"
58,https://www.mgeko.cc/manga/dao-of-the-bizarre-immortal/,Dao of the Bizarre Immortal,"4.5","53","10-eng-li","120 K","1.1 K","21 hours, 1 minute"
59,https://www.mgeko.cc/manga/the-regressor-protects-only-me/,The Regressor Protects Only Me,"4.1","35","2-eng-li","48 K","1.0 K","1 day, 2 hours"
60,https://www.mgeko.cc/manga/s-class-spirit-masters-taming-diary/,S-Class Spirit Master's Taming Diary,"3.6","15","1-eng-li","16 K","439","2 days, 10 hours"
61,https://www.mgeko.cc/manga/unmatched-weapons-dealer/,The Unmatched Weapons Dealer ~Kabukicho’s Monsters~,"2.5","8","4-eng-li","19 K","193","2 days, 11 hours"
62,https://www.mgeko.cc/manga/we-are-not-dating/,We Are Not Dating!!,"4.4","8","120-eng-li","41 K","161","7 hours, 55 minutes"
63,https://www.mgeko.cc/manga/the-lecture-you-would-never-want-your-parents-to-give-you/,The Lecture You Would Never Want Your Parents to Give You,"4.5","8","44-5-eng-li","27 K","97","2 days, 15 hours"
64,https://www.mgeko.cc/manga/the-genius-grandson-of-namgung-clan/,The Genius Grandson of Namgung Clan,"4.3","50","11-eng-li","184 K","1.6 K","23 hours, 5 minutes"
65,https://www.mgeko.cc/manga/justice-served/,Justice Served,"4.3","11","6-eng-li","33 K","333","2 days, 2 hours"
66,https://www.mgeko.cc/manga/the-gal-sitting-behind-me-likes-me-maybe-i-m-screwed-already/,Ushiro no Seki no Gyaru ni Sukarete Shimatta -Mou Ore wa Damekamoshirenai-,"3.9","15","11-eng-li","31 K","308","4 days, 16 hours"
67,https://www.mgeko.cc/manga/with-theability-replicate-4/,"With the Ability to Replicate All Skills, Overtime Hours Change from 999 to Zero","2.0","26","5-eng-li","58 K","660","5 days, 12 hours"
68,https://www.mgeko.cc/manga/the-lost-city-of-alien-beasts/,The Lost City of Alien Beasts,"2.6","8","2-eng-li","26 K","362","5 days, 13 hours"
69,https://www.mgeko.cc/manga/ore-no-vaccine-dake-ga-zonbi-ka-shita-sekai-o-sukueru/,Ore no vaccine dake ga zonbi-ka shita sekai o sukueru,"3.9","24","1-eng-li","24 K","595","5 days, 17 hours"
70,https://www.mgeko.cc/manga/reasons-not-to-enter-a-haunted-house/,Reasons Not to Enter a Haunted house,"4.2","17","2-eng-li","23 K","371","6 days, 16 hours"
71,https://www.mgeko.cc/manga/hero-aden/,Hero Eden,"3.6","11","1-eng-li","22 K","535","6 days, 17 hours"
72,https://www.mgeko.cc/manga/the-demon-lord-reg/,The Demon Lord Regains His Memories of His Previous Life and Becomes Unrivaled,"3.8","17","4-eng-li","46 K","761","1 week"
73,https://www.mgeko.cc/manga/should-i-make-you-a-nuclear-weapon/,Should I Make You a Nuclear Weapon?,"4.3","64","10-eng-li","143 K","1.3 K","5 days, 13 hours"
74,https://www.mgeko.cc/manga/the-beginning-of-the/,The Beginning of the Primordial Era: Taking the River Styx as My daughter,"2.3","12","1-eng-li","26 K","567","1 week"
75,https://www.mgeko.cc/manga/my-cultivation-knows-no-limits/,"Strength Through Adversity, My Cultivation Knows No Limits","4.2","14","1-eng-li","41 K","825","19 hours, 51 minutes"
76,https://www.mgeko.cc/manga/juugoku-yakyuu-shounen-hyouryuuki/,Juugoku Yakyuu Shounen Hyouryuuki,"2.3","3","1-1-eng-li","12 K","86","1 week, 1 day"
77,https://www.mgeko.cc/manga/fuufu-de-itonamu-monster-farm-mezase-mattari-slow-lifeGmgi/,"Fuufu de Itonamu Monster Farm – Mezase, Mattari Slow Life","3.2","13","5-1-eng-li","55 K","480","2 days, 23 hours"
78,https://www.mgeko.cc/manga/this-country-is-fini/,This Country is Finished: Escaping Japan to Start over in Another World,"3.6","34","5-eng-li","75 K","1.0 K","2 days, 20 hours"
79,https://www.mgeko.cc/manga/bad-born-blood/,Bad Born Blood,"4.5","112","9-eng-li","232 K","2.7 K","3 days, 1 hour"
80,https://www.mgeko.cc/manga/the-return-of-the-mythical-archmage/,The Return of the Mythical Archmage,"3.9","132","26-eng-li","781 K","2.9 K","3 days, 8 hours"
81,https://www.mgeko.cc/manga/fire-fighter/,The Fire Fighter,"3.7","12","7-eng-li","39 K","522","1 week, 3 days"
82,https://www.mgeko.cc/manga/s-kyuu-boukensha-ga-ayumu-michi-tsuihou-sareta-shounen-wa-shin-no-nouryoku-buki-masutaa-de-sekai-saikyou-ni-itaru/,S-Kyuu Boukensha ga Ayumu Michi: Tsuihou Sareta Shounen wa Shin no Nouryoku 'Buki Masutaa' de Sekai Saikyou ni Itaru,"2.8","12","1-3-eng-li","46 K","690","1 week"
83,https://www.mgeko.cc/manga/an-unaware-old-man-becomes-an-overpowered-streamer/,An Unaware Old Man Becomes an Overpowered Streamer,"3.7","17","2-eng-li","44 K","726","1 week, 1 day"
84,https://www.mgeko.cc/manga/i-maxed-out-my-level-domin-ma/,I Maxed Out My Level: Dominating Dungeons and Going Viral,"2.4","28","6-eng-li","92 K","988","4 days, 1 hour"
85,https://www.mgeko.cc/manga/the-three-skills-we-received-when-combined-were-the-most-powerful/,"The Three Skills I Received, When Combined, Were The Most Powerful","3.1","34","4-eng-li","105 K","1.2 K","1 week, 4 days"
86,https://www.mgeko.cc/manga/akugyaku-hadou-no-brave-soul/,Brave Soul of Evil Domination,"3.9","23","7-eng-li","49 K","596","1 day, 8 hours"
87,https://www.mgeko.cc/manga/oh-dangun/,Legend of Dangun,"3.6","25","46-eng-li","55 K","329","5 days, 6 hours"
88,https://www.mgeko.cc/manga/player-super-justice/,Player Super Justice,"3.5","11","2-eng-li","24 K","440","1 week"
89,https://www.mgeko.cc/manga/surviving-the-cataclysm/,Surviving the Cataclysm,"3.7","10","1-eng-li","17 K","365","1 week, 5 days"
90,https://www.mgeko.cc/manga/02-marriage-no-thanks/,Marriage? No Thanks!,"2.6","8","84-eng-li","17 K","69","1 week, 5 days"
91,https://www.mgeko.cc/manga/magic-light/,The Awakening of light Magic,"3.1","24","4-eng-li","122 K","810","1 week, 5 days"
92,https://www.mgeko.cc/manga/ghost-hunter/,Ghost Hunter,"2.6","8","5-eng-li","19 K","265","3 days, 3 hours"
93,https://www.mgeko.cc/manga/vanta-black/,Vanta Black,"4.0","29","7-eng-li","68 K","695","6 days, 2 hours"
94,https://www.mgeko.cc/manga/man-eater/,Man Eater,"3.3","9","5-eng-li","23 K","255","2 days, 12 hours"
95,https://www.mgeko.cc/manga/can-t-put-a-collar-on-witches/,Majo ni Kubiwa wa Tsukerarenai,"1.5","4","1-eng-li","12 K","212","1 week, 6 days"
96,https://www.mgeko.cc/manga/mr-magical-girl/,Mr. Magical Girl,"3.2","30","22-eng-li","67 K","270","8 hours, 27 minutes"
97,https://www.mgeko.cc/manga/senpai-jitaku-keibiin-no-koyou-wa-ikaga-desu-ka/,"Senpai, Will You Hire Me As a Housemaid?","2.8","13","1-eng-li","17 K","349","2 weeks"
98,https://www.mgeko.cc/manga/hyoukaku-no-meteoria/,Hyoukaku no Meteoria,"4.4","17","4-eng-li","21 K","570","11 hours, 10 minutes"
99,https://www.mgeko.cc/manga/poison-catastrophe/,Poison Catastrophe,"3.3","12","2-eng-li","30 K","430","2 weeks"
100,https://www.mgeko.cc/manga/youngest-genuius/,Youngest Genius Broadcasting Writer,"2.8","13","9-eng-li","28 K","191","4 days, 4 hours"
101,https://www.mgeko.cc/manga/yuusha-gakuen-no-fukushuusei/,Yuusha Gakuen no Fukushuusei,"2.4","15","5-eng-li","49 K","438","2 weeks, 1 day"
102,https://www.mgeko.cc/manga/black-surge/,BLACK SURGE,"4.3","17","5-eng-li","52 K","677","4 days, 12 hours"
103,https://www.mgeko.cc/manga/the-man-living-outside-the-law/,The Man Living Outside The Law,"4.5","20","3-eng-li","49 K","751","2 weeks, 1 day"
104,https://www.mgeko.cc/manga/valhalla-sage/,Valhalla Saga,"4.6","52","9-eng-li","120 K","1.1 K","4 days, 4 hours"
105,https://www.mgeko.cc/manga/star-of-zenith/,Star of Zenith,"3.7","27","8-eng-li","101 K","965","3 days, 4 hours"
106,https://www.mgeko.cc/manga/ore-to-kimitachi-no-dungeon-sensou/,Dungeon War Between You and Me,"4.0","23","5-eng-li","43 K","649","2 weeks, 4 days"
107,https://www.mgeko.cc/manga/one-step-divine-fist/,One Step Divine Fist,"4.5","70","15-eng-li","323 K","2.3 K","2 weeks, 4 days"
108,https://www.mgeko.cc/manga/always-second-but-actually-invincible/,Always Second but Actually Invincible,"3.2","13","20-eng-li","168 K","646","2 weeks, 4 days"
109,https://www.mgeko.cc/manga/return-to-the-ancient-times-as-an-emperor/,Return to the Ancient Times as an Emperor,"2.1","16","15-eng-li","64 K","392","2 weeks, 5 days"
110,https://www.mgeko.cc/manga/return-of-the-genius-swordmaster/,Return of The Genius Swordmaster,"3.0","33","8-eng-li","271 K","1.3 K","2 weeks"
111,https://www.mgeko.cc/manga/the-poison-master-of-sacheondang-clan/,Entomologist In Sichuan Tang Clan,"4.6","128","10-eng-li","404 K","2.9 K","6 days, 8 hours"
112,https://www.mgeko.cc/manga/starting-from-level-1-ill-defeat-all-reincarnated-monsters-in-my-secret-dungeon/,Starting from Level 1: I’ll Defeat All Reincarnated Monsters in My Secret Dungeon,"2.1","16","7-eng-li","65 K","594","4 days, 11 hours"
113,https://www.mgeko.cc/manga/the-legendary-swordmaster-only-i-have-the-power-to-forge-swords-from-monsters/,The Legendary Swordmaster: Only I Have the Power to Forge Swords from Monsters,"3.5","34","8-eng-li","104 K","887","6 days, 21 hours"
114,https://www.mgeko.cc/manga/wicked-prosecutor-has-changed/,The Wicked Prosecutor Has Changed,"4.4","16","12-eng-li","57 K","684","10 hours, 58 minutes"
115,https://www.mgeko.cc/manga/sounds-like/,Sounds Like,"2.9","13","8-eng-li","33 K","257","1 day, 6 hours"
116,https://www.mgeko.cc/manga/qi-refining-level-3000-accept-the-empress-as-your-disciple/,Qi Refining Level 3000: Accept the Empress as your disciple,"4.2","17","4-eng-li","52 K","768","2 weeks, 6 days"
117,https://www.mgeko.cc/manga/dead-end-jencil/,Dead End,"3.8","13","15-eng-li","51 K","428","2 weeks, 6 days"
118,https://www.mgeko.cc/manga/the-true-raider/,THE RAIDER,"4.1","81","18-eng-li","423 K","2.4 K","21 hours, 30 minutes"
119,https://www.mgeko.cc/manga/castle-with-merchant-skills-since-i-have-been-transported-to/,"Aiming to Conquer the Demon King’s Castle with Merchant Skills ～Since I Have Been Transported to Another World, I Decided to Survive with the Strongest Items and Talk Techniques ～","4.0","13","2-eng-li","34 K","594","1 week, 3 days"
120,https://www.mgeko.cc/manga/return-of-the-sword-god-rank-civil-servant/,Return of the Sword God-Rank Civil Servant,"4.4","159","23-eng-li","1.1 M","4.7 K","2 days, 9 hours"
121,https://www.mgeko.cc/manga/reborn-as-a-barbarian-conquering-another-world/,Reborn as a Barbarian! Conquering Another World Starting from a Defeated Battle,"3.9","24","1-2-eng-li","40 K","849","5 days, 3 hours"
122,https://www.mgeko.cc/manga/a-practical-guide-to-evil/,A Practical Guide to Evil,"3.0","16","6-eng-li","34 K","320","4 days, 21 hours"
123,https://www.mgeko.cc/manga/tsuihou-sareta-dai-madoushi-no-kikan/,Return of the Banished Archmage,"3.9","18","2-eng-li","56 K","976","1 week, 6 days"
124,https://www.mgeko.cc/manga/theres-no-such-thing-as-a-bad-hero-in-the-world/,There’s No Such Thing as a Bad Hero in the World,"4.1","47","9-eng-li","146 K","1.5 K","1 day, 5 hours"
125,https://www.mgeko.cc/manga/still-taker-domination-mgt/,skill taker of other world domination,"3.6","44","7-eng-li","170 K","1.3 K","2 days, 12 hours"
126,https://www.mgeko.cc/manga/revenge-of-the-cheated-wife/,Sare Tsuma no Revenge,"2.1","7","1-eng-li","11 K","159","3 weeks, 1 day"
127,https://www.mgeko.cc/manga/high-class/,High Class,"3.6","26","6-eng-li","53 K","495","3 weeks, 2 days"
128,https://www.mgeko.cc/manga/the-genius-actor-who-brings-misfortune/,The Genius Actor Who Brings Misfortune,"4.0","55","23-eng-li","129 K","560","3 days, 11 hours"
129,https://www.mgeko.cc/manga/cherry-yuusha-to-sei-naru-tsurugi/,"Cherry Hero and the ""Holy"" Sword • Cherry Yuusha to ""Sei"" Naru Ken • Cherry Yuusha to Sei Naru Ken • Cherry Hero and the Holy Sword","3.2","21","4-eng-li","40 K","505","1 week, 1 day"
130,https://www.mgeko.cc/manga/munou-yuusha-no-fukushuutan-isekai-de-suterareta-shounen-wa-hangyaku-wo-chikau/,Munou Yuusha no Fukushuutan ~Isekai de Suterareta Shounen wa Hangyaku wo Chikau~,"2.4","14","5-eng-li","34 K","360","3 weeks"
131,https://www.mgeko.cc/manga/my-status-window-is-on-strike/,My Status Window is on Strike,"3.7","59","16-eng-li","284 K","1.3 K","1 week, 2 days"
132,https://www.mgeko.cc/manga/growth-type-superhero/,Growth-Type Superhero,"3.3","53","17-eng-li","263 K","1.2 K","1 week"
133,https://www.mgeko.cc/manga/immortal-maestro/,Immortal Maestro,"2.5","32","28-eng-li","181 K","639","4 days, 1 hour"
134,https://www.mgeko.cc/manga/the-akashic-record-which-only-i-can-read/,the akashic record which only i can read,"3.4","17","5-eng-li","70 K","864","2 weeks, 3 days"
135,https://www.mgeko.cc/manga/seoul-station-barbarian/,Seoul Station Barbarian,"4.4","66","9-eng-li","248 K","2.0 K","5 days, 7 hours"
136,https://www.mgeko.cc/manga/start-invincible/,Start Invincible,"3.1","19","11-eng-li","125 K","780","7 hours, 21 minutes"
137,https://www.mgeko.cc/manga/nine-dragons-copoka/,Nine Dragons: COPÓKA,"3.9","8","9-eng-li","74 K","502","5 days, 7 hours"
138,https://www.mgeko.cc/manga/become-the-strongest-hero-through-the-cheat-system/,Become the Strongest Hero Through the Cheat System,"3.7","39","8-eng-li","307 K","1.6 K","1 week, 3 days"
139,https://www.mgeko.cc/manga/nade-nade-skill-de-maryoku-chuunyuu/,Injecting Magical Power through My Caressing Skill,"2.5","11","4-2-eng-li","41 K","401","3 weeks, 5 days"
140,https://www.mgeko.cc/manga/jigoku-no-sata-mo-ougon-shidai/,Jigoku no Sata mo Ougon Shidai,"3.3","12","2-eng-li","26 K","491","3 weeks, 1 day"
141,https://www.mgeko.cc/manga/overpower-your-enemies-by-the-law/,Overpower Your Enemies by the Law,"3.9","23","11-eng-li","120 K","823","1 week, 6 days"
142,https://www.mgeko.cc/manga/prices-depreciated-and-i-became-the-worlds-richest-person/,"Prices Depreciated, And I Became The World’s Richest Person","3.7","28","1-eng-li","45 K","620","4 weeks"
143,https://www.mgeko.cc/manga/yamiochi-yuusha-no-haishin-haishin-tsuihousare-kakushi/,"Yamiochi Yuusha no Haishin Haishin~Tsuihousare, Kakushi Boss Beya ni Hourikomareta Kekka, Boss to Tansakushagari Haishin wo Hajimeru~","3.3","11","3-6-eng-li","76 K","670","2 weeks"
144,https://www.mgeko.cc/manga/humble-system-beg-me-to-be-invincible/,"Humble System, Beg Me to Be Invincible","3.9","27","12-eng-li","123 K","913","5 days, 3 hours"
145,https://www.mgeko.cc/manga/the-shadow-hunter-sss-toon/,The Shadow Hunter Makes a Deal With an SSS Class Demon,"2.9","18","7-eng-li","106 K","780","1 week, 3 days"
146,https://www.mgeko.cc/manga/holy-night-the-zero/,Holy Night: The Zero,"2.9","8","8-eng-li","30 K","239","2 weeks"
147,https://www.mgeko.cc/manga/daxia-swordsman/,Daxia Swordsman,"2.2","44","14-eng-li","139 K","584","1 day, 7 hours"
148,https://www.mgeko.cc/manga/revenge-of-the-bloom-flower/,Revenge Of the Bloom Flower,"2.8","15","3-eng-li","33 K","478","4 weeks"
149,https://www.mgeko.cc/manga/heavenly-demon-tavern/,Heavenly Demon Tavern,"2.8","20","16-eng-li","147 K","826","3 weeks, 4 days"
150,https://www.mgeko.cc/manga/chaos-heavenly-emperor/,Chaos Heavenly Emperor,"2.9","77","72-eng-li","698 K","1.0 K","11 hours, 8 minutes"
151,https://www.mgeko.cc/manga/invasion-of-the-myriad-races-starting-by-taming-a-legendary-beast/,Invasion of the Myriad Races: Starting by Taming a Legendary Beast,"4.1","29","7-eng-li","97 K","917","2 days, 12 hours"
152,https://www.mgeko.cc/manga/apocalypse-bug-master/,Apocalypse Bug Master,"2.7","39","10-eng-li","122 K","788","1 day, 16 hours"
153,https://www.mgeko.cc/manga/i-am-the-creator-god-in-apocalypse/,I Am The Creator God In Apocalypse,"3.5","17","1-eng-li","27 K","555","1 month"
154,https://www.mgeko.cc/manga/the-invincible-me-just-wants-to-be-ordinary/,The Invincible Me Just Wants To Be Ordinary,"2.9","15","04-eng-li","48 K","565","3 weeks, 1 day"
155,https://www.mgeko.cc/manga/memory-in-the-maze/,I Was Mistaken for the Villain,"3.3","22","6-eng-li","73 K","624","1 month"
156,https://www.mgeko.cc/manga/the-era-of-luxury/,The Era of Luxury,"3.8","21","2-eng-li","29 K","441","2 weeks, 2 days"
157,https://www.mgeko.cc/manga/instantaneous-space/,Instantaneous Space,"2.9","10","2-eng-li","19 K","270","1 month"
158,https://www.mgeko.cc/manga/i-become-the-youngest-disciple-of-the-martial-arts-leader/,I Become The Youngest Disciple of The Martial Arts Leader,"2.9","118","25-eng-li","707 K","2.0 K","1 day, 6 hours"
159,https://www.mgeko.cc/manga/shokei-sareta-saikyou-no-gunnyou-majutsushi-haisenkoku-no-elf-hime-to-kokka-saikensu-sokoku-yo-jama-suru-no-wa-kattedaga-sono-majutsu-tsukutta-no-ore-na-node-kikanai-ga/,"Shokei Sareta Saikyou no Gunnyou Majutsushi, Haisenkoku no Elf Hime to Kokka Saikensu ~ Sokoku yo Jama Suru no wa Kattedaga, Sono Majutsu Tsukutta no Ore na Node Kikanai ga? ~","3.3","13","1-eng-li","28 K","615","1 month"
160,https://www.mgeko.cc/manga/god-of-learning/,God of Learning,"2.2","46","13-eng-li","128 K","631","1 day, 22 hours"
161,https://www.mgeko.cc/manga/admission-is-a-waste-of-time/,Admission is a Waste of Time,"4.1","138","25-eng-li","1.0 M","3.4 K","1 day, 20 hours"
162,https://www.mgeko.cc/manga/supporter-nakama-no-sukiru-wo-kaihou-shite-saikyou-ni-nariagaru/,Yuusha Party wo Tsuihou Sareta 【Skill Supporter】 Nakama no Sukiru wo Kaihou Shite Saikyou ni Nariagaru,"2.1","15","1-eng-li","34 K","657","1 month"
163,https://www.mgeko.cc/manga/radiance-of-tribulation-the-old-man-leads-the-way/,Radiance of Tribulation: The Old Man Leads the Way,"3.2","26","13-eng-li","156 K","796","5 days, 10 hours"
164,https://www.mgeko.cc/manga/the-investor-who-sees-the-future/,The Investor Who Sees The Future,"4.3","54","24-eng-li","659 K","2.0 K","3 days, 10 hours"
165,https://www.mgeko.cc/manga/forging-an-industrial-empire-in-a-magical-world/,Forging an Industrial Empire in a Magical World,"3.7","35","7-eng-li","189 K","1.4 K","22 hours, 52 minutes"
166,https://www.mgeko.cc/manga/nadai-tsuji-soba-isekaiten/,Nadai Tsuji Soba Isekaiten,"3.6","14","5-2-eng-li","38 K","388","1 month, 1 week"
167,https://www.mgeko.cc/manga/kiwamete-goumantaru-akuyaku-kizoku-no-shogyou/,Kiwamete Goumantaru Akuyaku Kizoku no Shogyou,"3.3","10","1-eng-li","36 K","603","1 month, 1 week"
168,https://www.mgeko.cc/manga/gisou-furyou/,Gisou Furyou,"2.5","8","1-eng-li","26 K","191","1 month, 1 week"
169,https://www.mgeko.cc/manga/undercover/,Undercover,"2.9","19","11-eng-li","59 K","382","1 week, 3 days"
170,https://www.mgeko.cc/manga/moto-saikyou-kouryakusha-nozomanu-dungeon-haishin-de-musou-shite-shimasu/,"Moto Saikyou Kouryakusha, Nozomanu Dungeon Haishin de Musou shite Shimasu","2.5","6","2-eng-li","28 K","304","1 week, 1 day"
171,https://www.mgeko.cc/manga/number-one-beast-master/,Number One Beast Master,"3.2","26","14-eng-li","268 K","1.1 K","4 days, 17 hours"
172,https://www.mgeko.cc/manga/ossan-yuusha-wa-kajiya-de-slow-life-hajimemashita/,Ossan Yuusha wa Kajiya de Slow Life Hajimemashita,"3.2","12","3-eng-li","72 K","911","1 day, 23 hours"
173,https://www.mgeko.cc/manga/shinobigoto/,Shinobi Undercove,"3.9","15","10-eng-li","143 K","373","6 days, 7 hours"
174,https://www.mgeko.cc/manga/the-emperors-dog/,The Emperor's Dog.,"2.6","10","4-eng-li","30 K","275","1 month, 1 week"
175,https://www.mgeko.cc/manga/shinsoku-no-kaizou-senshi-cyborg-009/,The Swift Cyborg Warrior 009,"2.3","7","9-eng-li","19 K","136","1 month, 1 week"
176,https://www.mgeko.cc/manga/the-life-of-a-piano-genius/,The Life of a Piano Genius,"3.1","24","48-eng-li","149 K","511","1 month, 1 week"
177,https://www.mgeko.cc/manga/beethoven-reborn/,Beethoven Reborn,"4.7","26","26-eng-li","167 K","664","2 hours, 33 minutes"
178,https://www.mgeko.cc/manga/delusional-hunter-in-another-world/,The Delusional Hunter in Another World,"4.1","42","17-eng-li","546 K","1.8 K","4 days, 8 hours"
179,https://www.mgeko.cc/manga/recovery-spell-suddenly-makes-you-invincible/,Mastering the Recovery Spell Suddenly Makes You Invincible,"2.1","10","2-eng-li","35 K","260","1 month, 1 week"
180,https://www.mgeko.cc/manga/sword-god-dragon/,Sword God Dragon,"4.0","18","15-eng-li","311 K","1.3 K","1 month"
181,https://www.mgeko.cc/manga/tenkuu-no-isekai-bistro-ten-kanban-musume-sorano-ga-oishii-shiawase-todokemasu/,Tenkuu no Isekai Bistro-Ten - Kanban Musume Sorano ga Oishii Shiawase Todokemasu,"3.7","6","1-1-eng-li","37 K","264","1 month, 1 week"
182,https://www.mgeko.cc/manga/cryptid/,Cryptid,"3.5","16","10-eng-li","174 K","471","4 days, 3 hours"
183,https://www.mgeko.cc/manga/iranai-skill-wo-kaitorimasu/,Iranai Skill wo Kaitorimasu,"2.6","5","1-eng-li","102 K","622","1 month, 2 weeks"
184,https://www.mgeko.cc/manga/tsuihou-sareta-tensei-ouji/,"The Reincarnated Useless Prince Exiled to the Land of Death, Creates the Strongest Village by Expanding his Territory at Lightning Speed with the Skill Auto Craft: Starting a Leisurely Life of Territory Development with the Strongest Craft Skill","3.7","14","9-eng-li","192 K","990","3 hours, 37 minutes"
185,https://www.mgeko.cc/manga/grim-reapers-corps/,Grim Reapers' Corps,"4.2","11","3-eng-li","80 K","642","1 month, 2 weeks"
186,https://www.mgeko.cc/manga/taisetsu-na-mono-wo-ushinawanaito-kokoro-ni-chika/,"Seishiki ni Majo ni Natta Nidome no Akuyaku Koujo wa, Mou Nido to Taisetsu na Mono o Ushinawanaito Kokoro ni Chikau","2.3","6","3-eng-li","38 K","171","1 month, 2 weeks"
187,https://www.mgeko.cc/manga/regressed-life-of-the-sword-clans-ignoble-reincarnator/,Regressing As The Reincarnated Bastard Of The Sword Clan,"4.7","298","26-eng-li","2.0 M","6.8 K","4 days, 7 hours"
188,https://www.mgeko.cc/manga/tsuiho-sareta-ossan-tanya-shi-naze-ka-densetsu-no-daimeiko-ni-naru/,"Tsuiho Sareta Ossan Tanya shi, Naze ka Densetsu no Daimeiko ni naru","3.7","9","2-2-eng-li","57 K","545","4 days"
189,https://www.mgeko.cc/manga/invincible-martial-sage/,Invincible Martial Sage,"3.2","23","72-eng-li","506 K","784","23 hours, 56 minutes"
190,https://www.mgeko.cc/manga/god-slayer-2024/,God Slayer 2024,"3.3","13","3-eng-li","69 K","493","1 month, 2 weeks"
191,https://www.mgeko.cc/manga/bai-lan-cheng-xian/,Becoming immortal by doing nothing,"3.5","20","20-eng-li","275 K","943","2 days, 5 hours"
192,https://www.mgeko.cc/manga/overtime-elite/,Overtime Elite,"2.9","8","10-eng-li","92 K","275","1 day, 21 hours"
193,https://www.mgeko.cc/manga/tensei-shitara-suterareta-ga-hirowarete-tanoshiku-ikiteimasu/,"Tensei Shitara Suterareta ga, Hirowarete Tanoshiku Ikiteimasu","4.3","25","10-eng-li","156 K","610","1 day, 20 hours"
194,https://www.mgeko.cc/manga/rust/,Rust,"4.4","50","14-eng-li","352 K","1.6 K","8 hours, 8 minutes"
195,https://www.mgeko.cc/manga/noahs-contract-im-an-npc-in-another-world/,Noah’s Contract: I’m an NPC in Another World,"3.8","13","4-eng-li","75 K","506","3 weeks"
196,https://www.mgeko.cc/manga/classmate-wa-isekai-de-yuusha-ni-natta-kedo-ore-dake-gendai-nihon-ni-okizari-ni-narimashita/,"Classmate wa Isekai de Yuusha ni Natta kedo, Ore dake Gendai Nihon ni Okizari ni Narimashita","4.5","19","2-3-eng-li","88 K","1.0 K","11 hours, 30 minutes"
197,https://www.mgeko.cc/manga/round/,Round,"3.0","8","18-eng-li","147 K","486","1 day, 11 hours"
198,https://www.mgeko.cc/manga/return-of-the-runebound-professor/,Return of the Runebound Professor,"4.2","75","16-eng-li","385 K","1.7 K","1 day, 11 hours"
199,https://www.mgeko.cc/manga/reincarnated-as-a-genius-prodigy-of-a-prestigious-family/,Reincarnated as a Genius Prodigy of a Prestigious Family,"3.9","130","27-eng-li","1.4 M","4.6 K","4 days, 6 hours"
200,https://www.mgeko.cc/manga/the-more-i-die-the-more-invincible-i-become/,"The more I die, the more invincible I become","4.1","28","19-eng-li","254 K","1.0 K","1 week, 3 days"
201,https://www.mgeko.cc/manga/tales-of-the-stellar-unknown/,Tales of the Stellar Unknown,"3.0","4","02-eng-li","44 K","381","1 month, 1 week"
202,https://www.mgeko.cc/manga/surviving-as-a-genius-on-borrowed-time/,Surviving as a Genius on Borrowed Time,"4.7","139","14-eng-li","682 K","4.1 K","3 days, 23 hours"
203,https://www.mgeko.cc/manga/devilup-manhwa/,DevilUp - Manhwa,"2.3","6","12-eng-li","68 K","275","1 week, 1 day"
204,https://www.mgeko.cc/manga/gyeongseong-creature-the-unwithering-flower/,Gyeongseong Creature: The Unwithering Flower,"2.8","10","30-eng-li","66 K","303","1 month, 3 weeks"
205,https://www.mgeko.cc/manga/song-baek/,Song Baek,"3.5","41","26-eng-li","615 K","1.4 K","5 days, 8 hours"
206,https://www.mgeko.cc/manga/the-second-eunuch-regains-his-manhood/,The Second Eunuch Regains His Manhood,"3.9","76","15-eng-li","519 K","2.3 K","5 days, 18 hours"
