"id","url","title","rating","user_rated","chapters","views","bookmarked","last_update"
3527,https://www.mgeko.cc/manga/nino-of-the-sun/,Nino of the Sun,"0.0","0","1-eng-li","24 K","107","3 years"
3528,https://www.mgeko.cc/manga/shikabane-gatana/,Shikabane-Gatana,"0.0","0","16-eng-li","41 K","162","3 years"
3529,https://www.mgeko.cc/manga/komi-san-wa-komyushou-desu-mg1/,Komi-San Wa Komyushou Desu,"3.4","9","490-eng-li","7.4 M","1.0 K","4 days, 1 hour"
3530,https://www.mgeko.cc/manga/the-young-lady-tames-the-male-leads/,The Young Lady Tames the Male Leads,"0.0","0","79-eng-li","371 K","594","1 year, 6 months"
3531,https://www.mgeko.cc/manga/yakuza-no-oshigoto/,Yakuza no Oshigot,"0.0","0","6-eng-li","61 K","192","2 years, 4 months"
3532,https://www.mgeko.cc/manga/ultimate-loading-system/,Ultimate Loading System,"0.0","0","13-eng-li","158 K","338","2 years, 8 months"
3533,https://www.mgeko.cc/manga/gg983441-mg1/,Tawawa na Oppai wa Suki desu ka? Kyonyuu Shoujo Antholog,"0.0","0","46-eng-li","364 K","579","1 year, 10 months"
3534,https://www.mgeko.cc/manga/an-ha-muin-mg1/,An Ha Muin,"0.0","0","50-eng-li","697 K","1.6 K","10 months"
3535,https://www.mgeko.cc/manga/im-going-out-with-the-beautiful-black-haired-unemployed-takashina-san/,I’m Going Out with the Beautiful Black-Haired (Unemployed) Takashina-san,"0.0","0","5-eng-li","114 K","317","2 years, 9 months"
3536,https://www.mgeko.cc/manga/gigantis/,Gigantis,"0.0","0","7-eng-li","170 K","513","2 years, 3 months"
3537,https://www.mgeko.cc/manga/its-all-your-fault-that-i-failed-the-heavenly-tribulation/,It’s all your fault that I failed the Heavenly Tribulation!,"0.0","0","4-eng-li","62 K","213","2 years, 10 months"
3538,https://www.mgeko.cc/manga/ano-hi-chikyuu-ni-dungeon-ga-shutsugen-shita/,Ano Hi Chikyuu ni Dungeon ga Shutsugen Shita,"0.0","0","2.1-eng-li","130 K","608","2 years, 11 months"
3539,https://www.mgeko.cc/manga/leads-to-getting-locked-up-by-the-infatuated-duke/,The Poor Lady's Impulsive Proposal Somehow Leads to Getting Locked Up by the Infatuated Duke,"0.0","0","1-eng-li","16 K","110","3 years"
3540,https://www.mgeko.cc/manga/fushi-no-kami/,Fushi no Kami: Rebuilding Civilization Starts With a Village,"5.0","2","1-eng-li","79 K","521","3 years"
3541,https://www.mgeko.cc/manga/silent-night/,Silent Night,"0.0","0","50-eng-li","196 K","227","1 year, 11 months"
3542,https://www.mgeko.cc/manga/getting-devoured-by-a-man-eating-youkai/,Getting Devoured by a Man-Eating Youkai,"0.0","0","2-eng-li","62 K","355","3 years"
3543,https://www.mgeko.cc/manga/bloom-of-vengeance/,Bloom of Vengeance,"0.0","0","48-eng-li","195 K","279","2 years, 2 months"
3544,https://www.mgeko.cc/manga/somehow-i-started-living-with-a-neet-otaku-kunoichi/,"Somehow, I Started Living With a NEET Otaku Kunoichi","5.0","1","36-eng-li","282 K","420","1 year, 10 months"
3545,https://www.mgeko.cc/manga/a-guy-who-looks-tough-but-draws-cute-stuff/,A Guy Who Looks Tough But Draws Cute Stuff,"0.0","0","1-eng-li","19 K","120","3 years"
3546,https://www.mgeko.cc/manga/talented-genius/,Talented Genius,"0.0","0","175-eng-li","314 K","281","3 years"
3547,https://www.mgeko.cc/manga/drawing-saikyou-mangaka-wa-oekaki-skill-de-isekai-musou-suru/,Drawing: Saikyou Mangaka wa Oekaki Skill de Isekai Musou Suru,"2.4","13","117-eng-li","3.1 M","3.8 K","3 weeks, 5 days"
3548,https://www.mgeko.cc/manga/ore-no-genjitsu-wa-renai-game-ka-to-omottara-inochigake-no-game-datta/,Ore no Genjitsu wa Ren’ai Game?? ka to Omottara Inochigake no Game datta,"4.3","4","73-eng-li","975 K","861","2 months, 1 week"
3549,https://www.mgeko.cc/manga/this-time-ill-live-as-i-wish/,This Time I’ll Live As I Wish,"0.0","0","12-eng-li","178 K","644","2 years, 12 months"
3550,https://www.mgeko.cc/manga/hundreds-of-options-for-becoming-a-god/,Hundreds of options for becoming a god,"0.0","0","19-eng-li","328 K","795","2 years, 9 months"
3551,https://www.mgeko.cc/manga/my-mother-the-story-of-a-shitty-mom-whose-body-was-taken-over-by-an-alien/,"My Mother, The Story of a Shitty Mom Whose Body was Taken Over by an Alien","0.0","0","6-eng-li","218 K","231","2 years, 11 months"
3552,https://www.mgeko.cc/manga/weed-reincarnation-carefully-raised-in-the-elf-village/,Weed Reincarnation – Carefully Raised in the Elf Village,"3.0","1","4-eng-li","150 K","786","2 years, 1 month"
3553,https://www.mgeko.cc/manga/osagashi-no-hatsukoi-aite-wa-tabun-watashi-desu-to-wa-totemo-ienai/,"Osagashi no Hatsukoi Aite wa Tabun Watashi Desu, to wa Totemo Ienai.","0.0","0","3-eng-li","36 K","183","3 years"
3554,https://www.mgeko.cc/manga/the-guardian-of-the-holy-sword-hero/,The Guardian of the Holy Sword Hero,"0.0","0","1-eng-li","28 K","190","3 years"
3555,https://www.mgeko.cc/manga/my-harem-is-entirely-female-demon-villains/,My Harem Is Entirely Female Demon Villains,"3.8","12","144-eng-li","1.2 M","1.4 K","8 hours, 30 minutes"
3556,https://www.mgeko.cc/manga/the-you-who-descended-into-the-universe/,The You Who Descended Into The Universe,"0.0","0","2-eng-li","21 K","118","3 years"
3557,https://www.mgeko.cc/manga/the-time-of-the-terminally-ill-extra/,The Time of the Terminally Ill Extra,"0.0","0","66-eng-li","649 K","903","10 months"
3558,https://www.mgeko.cc/manga/himegasaki-sakurako-wa-kyoumo-fubin-kawaii/,Himegasaki Sakurako Wa Kyoumo Fubin Kawaii!,"0.0","0","20-eng-li","120 K","273","1 year, 6 months"
3559,https://www.mgeko.cc/manga/the-abandoned-dog-and-the-delinquent/,The Abandoned Dog and the Delinquen,"0.0","0",oneshot-eng-li,"7.1 K","25","3 years"
3560,https://www.mgeko.cc/manga/manga-1k23jj/,Kaguya-Sama Wa Kokurasetai - Tensai-Tachi No Renai Zunousen,"5.0","2","281-eng-li","441 K","330","2 years"
3561,https://www.mgeko.cc/manga/tsutometara-yuunou-na-jinzai-ga-atsumari-sugimashita/,"Excellent development of reincarnated lords-When I tried to whiten by making use of the memory of the previous life, too many talented people gathered-","5.0","1","33-eng-li","1.1 M","1.9 K","7 months, 1 week"
3562,https://www.mgeko.cc/manga/95979/,Visible Only to You,"0.0","0","20-eng-li","38 K","93","9 months, 2 weeks"
3563,https://www.mgeko.cc/manga/i-am-really-not-a-child-of-luck/,I Am Really Not A Child Of Luck,"5.0","1","16-eng-li","154 K","454","1 year, 6 months"
3564,https://www.mgeko.cc/manga/the-demon-lord-s-daughter-and-the-strongest-man/,The Demon Lord’s Daughter and the Strongest Man,"0.0","0","3-eng-li","61 K","286","11 months, 3 weeks"
3565,https://www.mgeko.cc/manga/monster-girl-plant-diary/,Monster Girl Plant Diary,"5.0","1","5.5-eng-li","146 K","580","2 years, 6 months"
3566,https://www.mgeko.cc/manga/the-soul-guardians/,The Soul Guardians,"0.0","0","27-eng-li","194 K","328","2 years, 9 months"
3567,https://www.mgeko.cc/manga/ultimate-saint-of-poser/,Ultimate Saint of Poser,"0.0","0","0-eng-li","36 K","239","3 years"
3568,https://www.mgeko.cc/manga/dr-brain/,Dr. Brain,"0.0","0","37-eng-li","157 K","270","2 years, 6 months"
3569,https://www.mgeko.cc/manga/gabuli/,GABULI,"0.0","0","13-eng-li","51 K","115","2 years, 5 months"
3570,https://www.mgeko.cc/manga/highschool-lunch-dad-rurur/,Highsch00l Lunch Dad,"3.0","2","85-eng-li","369 K","588","1 year, 3 months"
3571,https://www.mgeko.cc/manga/s-class-hunter-doesnt-want-to-be-a-villain-princess/,S-Class Hunter Doesn’t Want To Be A Villain Princess,"0.0","0","0-eng-li","59 K","355","3 years"
3572,https://www.mgeko.cc/manga/fool-s-night/,Fool's Night,"0.0","0","16-eng-li","82 K","97","2 years, 4 months"
3573,https://www.mgeko.cc/manga/shin-honkaku-mahou-shoujo-risuka/,Shin Honkaku Mahou Shoujo Risuka,"0.0","0","28-eng-li","136 K","292","2 months, 4 weeks"
3574,https://www.mgeko.cc/manga/a-deceitful-marriage/,A Deceitful Marriage,"0.0","0","13-eng-li","34 K","142","3 years"
3575,https://www.mgeko.cc/manga/tiger-brother-barkhan/,Tiger Brother - Barkhan,"0.0","0","6-eng-li","89 K","293","3 years"
3576,https://www.mgeko.cc/manga/the-hitman-bodyguard-manhua-mg1/,The Hitman Bodyguard,"0.0","0","113-eng-li","719 K","721","2 years, 7 months"
3577,https://www.mgeko.cc/manga/streetball-in-the-hood-manhua/,Streetball in the Hood,"0.0","0","30-eng-li","120 K","201","2 years, 3 months"
3578,https://www.mgeko.cc/manga/shin-gunjou-senki/,Shin Gunjou Senki,"0.0","0","32-eng-li","214 K","364","2 years, 9 months"
3579,https://www.mgeko.cc/manga/cyber-crazy-moon/,Cyber Crazy Moon,"0.0","0","17-eng-li","151 K","326","1 year, 10 months"
3580,https://www.mgeko.cc/manga/huangtian-supreme/,Huangtian Supreme,"0.0","0","79-eng-li","533 K","513","2 years, 8 months"
3581,https://www.mgeko.cc/manga/demon-x-angel-cant-get-along/,"Demon X Angel, Can’t Get Along!","4.5","4","124-eng-li","1.9 M","1.1 K","1 week, 4 days"
3582,https://www.mgeko.cc/manga/battleground/,battleground,"0.0","0","50-eng-li","480 K","836","1 year, 11 months"
3583,https://www.mgeko.cc/manga/tensei-shitara-warui-kuni-no-musume-deshita/,Tensei Shitara Warui Kuni no Musume Deshita Tensei Shitara Waruiko o Deshita,"0.0","0","8-eng-li","68 K","237","2 years, 8 months"
3584,https://www.mgeko.cc/manga/the-story-of-an-onee-san-and-a-boy-mutually-in-love/,The Story of an Onee-san and a Boy Mutually in Love,"0.0","0",oneshot-eng-li,"18 K","84","3 years"
3585,https://www.mgeko.cc/manga/youre-a-supporting-character-just-love-me/,"You’re a Supporting Character, Just Love Me","0.0","0","145-eng-li","594 K","641","5 months"
3586,https://www.mgeko.cc/manga/boku-no-kokoro-no-yabai-yatsu/,Boku No Kokoro No Yabai Yatsu,"4.2","5","155-1-eng-li","945 K","468","3 weeks, 2 days"
3587,https://www.mgeko.cc/manga/the-princess-doesn-t-want-to-marry-her-ideal-type/,The Princess Doesn't Want To Marry Her Ideal Type,"0.0","0","4-eng-li","20 K","159","2 years, 12 months"
3588,https://www.mgeko.cc/manga/while-being-loved-by-the-duke-s-daughter-in-a-neighboring-country/,"Happy daily life of a court blacksmith: I was banished from a black workplace, but I live a white life while being loved by the Duke's daughter in a neighboring country~","0.0","0","9.2-eng-li","475 K","1.1 K","1 year, 5 months"
3589,https://www.mgeko.cc/manga/honey-trap-share-house/,Honey Trap Share House,"2.0","1","14-eng-li","260 K","745","5 months, 3 weeks"
3590,https://www.mgeko.cc/manga/sweet-allegiance-to-the-lorenz-family-tonight/,Sweet Allegiance to the Lorenz Family Tonight,"0.0","0","8.2-eng-li","110 K","252","1 year, 11 months"
3591,https://www.mgeko.cc/manga/undefeated-god-of-war/,Undefeated God Of War,"4.0","1","39-eng-li","739 K","1.1 K","1 year, 6 months"
3592,https://www.mgeko.cc/manga/arachi-first-irregular/,Rooftop Sword Master : Arachi The First Irregular,"1.0","1","34-eng-li","429 K","690","4 months, 2 weeks"
3593,https://www.mgeko.cc/manga/the-king-of-fighters-gaiden-origin-of-the-flame/,The King of Fighters Gaiden: Origin of the Flame,"0.0","0","9.3-eng-li","114 K","119","2 years, 3 months"
3594,https://www.mgeko.cc/manga/a-wife-who-heals-with-tights/,A Wife Who Heals with Tights,"0.0","0","39-eng-li","119 K","188","3 years"
3595,https://www.mgeko.cc/manga/this-world-i-probably-failed-again/,"I’m Using the Hero Who Loves Me Too Much, Because I Planned to Live a Long Life in This World (I Probably Failed Again)","0.0","0","2-eng-li","50 K","257","3 months, 3 weeks"
3596,https://www.mgeko.cc/manga/fuu-chan-s-hole/,Fuu-chan's Hole,"0.0","0","3-eng-li","28 K","58","2 years, 10 months"
3597,https://www.mgeko.cc/manga/reverse-hell-gamer/,Reverse Hell Gamer,"0.0","0","3-eng-li","65 K","203","2 years, 12 months"
3598,https://www.mgeko.cc/manga/outcast-adventurer-s-second-chance-training-in-the-fairy-world-to-forge-a-place-to-belong/,Outcast Adventurer's Second Chance ~Training in the Fairy World to Forge a Place to Belong~,"0.0","0","15-eng-li","518 K","1.6 K","6 months, 1 week"
3599,https://www.mgeko.cc/manga/the-100-girlfriends-who-really-really-really-really-really-love-you/,"The 100 Girlfriends Who Really, Really, Really, Really, Really Love You","4.0","11","196-eng-li","3.2 M","1.2 K","1 week, 6 days"
3600,https://www.mgeko.cc/manga/the-chronicles-of-apocalypse/,The Chronicles of Apocalypse,"0.0","0","100-eng-li","441 K","827","2 years, 7 months"
3601,https://www.mgeko.cc/manga/sunaoni-narenai-aizen-san/,Aizen-san Can't Be Honest!,"0.0","0","30-eng-li","53 K","101","3 years"
3602,https://www.mgeko.cc/manga/princess-shu/,Princess Shu,"0.0","0","70-eng-li","348 K","536","2 years"
3603,https://www.mgeko.cc/manga/jose-rizal/,Jose Rizal,"4.0","1","10[END]-eng-li","80 K","117","3 years"
3604,https://www.mgeko.cc/manga/kingdomx/,kingdom (E),"4.5","11","818-eng-li","3.5 M","1.5 K","2 days, 7 hours"
3605,https://www.mgeko.cc/manga/gang-of-yusha/,Gang of Yusha,"0.0","0","2-eng-li","232 K","814","2 years, 5 months"
3606,https://www.mgeko.cc/manga/demon-asura-becomes-a-5-year-old-loli/,Demon Asura Becomes A 5 Year Old Loli,"0.0","0","56-eng-li","161 K","192","2 years, 6 months"
3607,https://www.mgeko.cc/manga/beyond-the-strong/,Beyond The Strong,"0.0","0","28-eng-li","425 K","835","2 years, 6 months"
3608,https://www.mgeko.cc/manga/food-runner/,FOOD RUNNER,"0.0","0","5-eng-li","62 K","351","3 years"
3609,https://www.mgeko.cc/manga/the-s-classes-that-i-raised-mg1/,The S-Classes That I Raised,"3.9","18","153-eng-li","6.8 M","7.8 K","2 months, 1 week"
3610,https://www.mgeko.cc/manga/take-care-of-my-body/,Take Care of my Body!,"0.0","0","1-eng-li","40 K","163","3 years"
3611,https://www.mgeko.cc/manga/book-of-life-and-death-manhua/,Book of Life and Death,"2.5","2","108-eng-li","489 K","646","1 year, 6 months"
3612,https://www.mgeko.cc/manga/gong-heon-ja/,Imaginator,"0.0","0","39-eng-li","726 K","1.5 K","2 years, 9 months"
3613,https://www.mgeko.cc/manga/the-teacher-of-perishable-villains/,The Teacher of Perishable Villains,"2.6","10","150-eng-li","1.5 M","2.2 K","1 month, 2 weeks"
3614,https://www.mgeko.cc/manga/associate-professor-akira-takatsukis-inference/,Associate Professor Akira Takatsuki’s Inference,"0.0","0","6-2-eng-li","77 K","215","2 years, 5 months"
3615,https://www.mgeko.cc/manga/break-off-the-engagement-and-find-my-soulmate/,The Struggle of the (Temporary) Villainess. I Realized I’ve Reincarnated Into Another World So I’ll Break off the Engagement and Find My Soulmate,"0.0","0","2-eng-li","72 K","325","3 years"
3616,https://www.mgeko.cc/manga/raga-of-withered-branches/,Raga of Withered Branches,"0.0","0","77-eng-li","402 K","761","11 months, 1 week"
3617,https://www.mgeko.cc/manga/the-results-from-when-i-time-leaped-to-my-second/,The Results from When I Time Leaped to My Second Year of High School and Confessed to the Teacher I Liked at the Time,"0.0","0","55-end-eng-li","295 K","579","2 years, 10 months"
3618,https://www.mgeko.cc/manga/isekai-nonbiri-nouka/,Isekai Nonbiri Nouka,"4.2","10","252-eng-li","4.3 M","2.7 K","1 month"
3619,https://www.mgeko.cc/manga/im-a-tycoon-in-the-other-world/,I’m A Tycoon In The Other World,"5.0","1","133-eng-li","1.2 M","1.2 K","1 year, 6 months"
3620,https://www.mgeko.cc/manga/phantom-spirit-king/,Phantom Spirit King,"4.5","2","84-eng-li","2.1 M","3.2 K","1 year, 2 months"
3621,https://www.mgeko.cc/manga/deadbeat-hero/,Deadbeat Hero,"0.0","0","35-eng-li","601 K","1.5 K","2 years, 5 months"
3622,https://www.mgeko.cc/manga/final-boss/,Final Boss,"5.0","1","114-eng-li","2.7 M","2.4 K","7 months, 3 weeks"
3623,https://www.mgeko.cc/manga/how-to-live-as-a-villain/,How to Live as a Villain,"4.7","16","168-eng-li","4.3 M","5.4 K","4 days, 18 hours"
3624,https://www.mgeko.cc/manga/the-evil-girl-karuna-has-shrunk/,The Evil Girl Karuna Has Shrunk,"4.0","1","76-eng-li","346 K","564","1 year, 6 months"
3625,https://www.mgeko.cc/manga/eroi-koto-suru-tame-ni-kyonyuu-bishoujo-dorei-o-katta-hazu-ga-oshishou-sama-to-shitawa-rete-omotta-toori-ni-ikanaku-naru-hanashi/,"Eroi Koto Suru Tame ni Kyonyuu Bishoujo Dorei o Katta Hazu ga, Oshishou-sama to Shitaw","0.0","0","19-eng-li","347 K","874","2 months, 1 week"
3626,https://www.mgeko.cc/manga/schoolmate-friend/,Schoolmate Friend,"0.0","0","13-eng-li","24 K","55","2 years, 8 months"
3627,https://www.mgeko.cc/manga/psycho-world/,Psycho World,"0.0","0","1-eng-li","43 K","80","3 years"
3628,https://www.mgeko.cc/manga/inou-battle-wa-nichijoukei-no-naka-de/,When Supernatural Battles Became Commonplace,"0.0","0","5-eng-li","44 K","188","3 years"
3629,https://www.mgeko.cc/manga/retiring-as-the-world-s-strongest-demon/,Retiring As The World’s Strongest Demon,"0.0","0","2-eng-li","61 K","359","3 years"
3630,https://www.mgeko.cc/manga/biryuu/,Biryuu Enshoutan,"0.0","0","9-eng-li","210 K","541","2 years, 2 months"
3631,https://www.mgeko.cc/manga/the-strongest-player/,The Strongest Player,"3.0","2","42-eng-li","635 K","1.2 K","2 years, 6 months"
3632,https://www.mgeko.cc/manga/evolution-frenzy-mg1/,Evolution frenzy,"3.5","4","198-eng-li","3.9 M","3.7 K","1 week"
3633,https://www.mgeko.cc/manga/im-divorced-but-im-a-chaebol/,"I’m Divorced, But I’m a Chaebol","2.6","7","120-eng-li","563 K","814","2 months"
3634,https://www.mgeko.cc/manga/dont-blush-sekime-san/,"Don't Blush, Sekime-San!","5.0","1","43-eng-li","219 K","390","2 years, 7 months"
3635,https://www.mgeko.cc/manga/chou-sekai-tensei-exo-drive-gekito-isekai-zen-nihon-taikaihen/,Chou Sekai Tensei Exo Drive: Gekito! Isekai Zen Nihon Taikaihen,"0.0","0","5-eng-li","89 K","363","3 years"
3636,https://www.mgeko.cc/manga/dont-get-me-wrong-im-the-real-victim/,"Don’t Get Me Wrong, I’m The Real Victim!","5.0","2","77-eng-li","416 K","554","2 years, 4 months"
3637,https://www.mgeko.cc/manga/kurogane-no-valhallan/,Kurogane no Valhallian,"0.0","0","55-eng-li","417 K","690","1 year, 1 month"
3638,https://www.mgeko.cc/manga/a-story-about-a-dragon-and-the-rising-of-an-adventurer-a-healer/,"A story about a Dragon and the Rising of an Adventurer ~ A healer who was seen as useless and was kicked out from an S rank party, goes off to revive the strongest dragon in an abandoned area","3.0","4","25-eng-li","2.4 M","3.5 K","1 month, 2 weeks"
3639,https://www.mgeko.cc/manga/fate-coin/,Fate Coin,"0.0","0","40-eng-li","385 K","626","2 years, 3 months"
3640,https://www.mgeko.cc/manga/mangakumok1/,Hitomi-chan Is Shy With Strangers,"5.0","1","124-eng-li","281 K","395","5 months"
3641,https://www.mgeko.cc/manga/the-exorcist-expert/,The Exorcist Expert,"0.0","0","4-eng-li","121 K","503","2 years, 10 months"
3642,https://www.mgeko.cc/manga/extra-of-attribute-collection/,Extra of Attribute Collection,"0.0","0","7-eng-li","80 K","249","2 years, 8 months"
3643,https://www.mgeko.cc/manga/ganzi-monster/,Ganzi Monster,"3.0","1","56-finale-eng-li","1.2 M","1.0 K","2 years, 1 month"
3644,https://www.mgeko.cc/manga/fuguushoku-no-yumizukai-dakedo-nantoka-bunan-ni-yattemasu/,"I'm an archer, an unpopular job, but I'm doing okay","0.0","0","4-eng-li","160 K","724","2 years, 11 months"
3645,https://www.mgeko.cc/manga/school-is-a-childhood-friend-of-mine-who-i-thought-was-a-boy/,Tenkosaki: The Neat and Pretty Girl at My New School Is a Childhood Friend of Mine Who I Thought Was a Bo,"3.0","2","25-eng-li","360 K","722","3 weeks, 5 days"
3646,https://www.mgeko.cc/manga/tensei-kyuuketsuki-san-wa-ohirune-ga-shitai/,Tensei Kyuuketsuki-san wa Ohirune ga Shitai,"5.0","1","46-eng-li","403 K","776","5 months, 1 week"
3647,https://www.mgeko.cc/manga/what-would-happen-if-you-saved-a-high-school-girl-who-was-about-to-jump-off-a-cliff/,What would happen if you saved a high school girl who was about to jump off a cliff?,"5.0","1","23-eng-li","345 K","911","1 year, 5 months"
3648,https://www.mgeko.cc/manga/childhood-friend-i-had-no-romantic-interest-in/,A Story That Might Start With A Childhood Friend I Had No Romantic Interest In,"5.0","2","11.6-eng-li","140 K","262","2 years, 9 months"
3649,https://www.mgeko.cc/manga/the-empress-livestream/,The Empress' Livestream,"0.0","0","16-eng-li","65 K","164","1 year, 9 months"
3650,https://www.mgeko.cc/manga/bonkotsu-shinpei-no-monster-life/,Bonkotsu Shinpei No Monster Life,"4.5","13","8-2-eng-li","719 K","1.6 K","2 months, 3 weeks"
3651,https://www.mgeko.cc/manga/mitsuru-bocchan-wa-bocchi/,Mitsuru Bocchan wa Bocch,"0.0","0","9-eng-li","92 K","304","1 year, 12 months"
3652,https://www.mgeko.cc/manga/im-a-godfather-in-another-world/,I’m a godfather in another world,"0.0","0","5-eng-li","152 K","637","1 year, 10 months"
3653,https://www.mgeko.cc/manga/toaru-ossan-no-vrmmo-katsudouki/,Toaru Ossan no VRMMO Katsudouki,"0.0","0","91-eng-li","735 K","1.0 K","1 year, 4 months"
3654,https://www.mgeko.cc/manga/ichiban-tsuyoi-ore-wa-saijaku-no-shounin-ni-gisouchuu/,"The Whole Class was Transported Along, But I’m Hiding My Strength By Masquerading as a Merchant","0.0","0","15-eng-li","346 K","1.0 K","2 years, 5 months"
3655,https://www.mgeko.cc/manga/a-useless-saint-and-a-cursed-paladin-i-confessed-to-make-memories-but-i-was-proposed-to-instead/,A Useless Saint and A Cursed Paladin <I Confessed to Make Memories but I was Proposed to Instead>,"0.0","0","2.1-eng-li","64 K","240","2 years, 11 months"
3656,https://www.mgeko.cc/manga/double-row-at-the-start/,Double Row At The Start,"0.0","0","4-eng-li","86 K","298","3 years"
3657,https://www.mgeko.cc/manga/x-ash/,X Ash,"5.0","3","107-eng-li","1.8 M","1.6 K","9 months"
3658,https://www.mgeko.cc/manga/villain-lady-wishes-to-be-like-nightingale/,Villain Lady Wishes to Be Like Nightingale,"0.0","0","21-2-eng-li","117 K","315","1 year"
3659,https://www.mgeko.cc/manga/magica-technica-sword-demon-rakshasa-s-vrmmo-battle-record/,Magica Technica ～sword Demon Rakshasa’s Vrmmo Battle Record～,"0.0","0","3.2-eng-li","288 K","1.4 K","2 years, 8 months"
3660,https://www.mgeko.cc/manga/lightning-front/,Lightning Front,"0.0","0","10-eng-li","212 K","560","2 years, 1 month"
3661,https://www.mgeko.cc/manga/i-have-countless-legendary-swords/,I Have Countless Legendary Swords,"0.0","0","132-eng-li","1.2 M","1.2 K","2 years, 1 month"
3662,https://www.mgeko.cc/manga/my-female-apprentices-are-all-big-shots-from-the-future/,My Female Apprentices Are All Big Shots From the Future,"4.2","13","313-eng-li","5.6 M","2.7 K","4 days, 12 hours"
3663,https://www.mgeko.cc/manga/deathwish-covenant/,Deathwish Covenant,"3.0","1","16-eng-li","129 K","331","3 years"
3664,https://www.mgeko.cc/manga/gedou-tenisha-no-harem-dungeon-seisakuki/,Gedou Tenisha no Harem Dungeon Seisakuki,"4.5","2","14-eng-li","876 K","2.1 K","4 months, 1 week"
3665,https://www.mgeko.cc/manga/the-reincarnated-swordsman-with-9999-strength-wants-to-become-a-magician/,The reincarnated swordsman with 9999 strength wants to become a magician!,"5.0","2","12-eng-li","852 K","2.5 K","1 year, 4 months"
3666,https://www.mgeko.cc/manga/i-brush-the-levels-from-the-mirror/,I Brush The Levels From The Mirror,"4.5","2","41-eng-li","566 K","1.0 K","1 year, 9 months"
3667,https://www.mgeko.cc/manga/the-dark-brown-editor-and-the-shota-mangaka/,The Dark Brown Editor and the Sh0t@ Mangaka,"0.0","0","21-eng-li","159 K","478","1 year, 11 months"
3668,https://www.mgeko.cc/manga/revenge-of-young-master-peng/,Revenge Of Young Master Peng,"0.0","0","1-eng-li","77 K","468","3 years"
3669,https://www.mgeko.cc/manga/king-of-the-labyrinth/,King of the Labyrinth,"5.0","3","12-eng-li","768 K","2.2 K","5 months, 2 weeks"
3670,https://www.mgeko.cc/manga/summer/,Journey to Another World Filled with Alcohol and Fruit Manga,"0.0","0","14-eng-li","75 K","243","2 years"
3671,https://www.mgeko.cc/manga/manager-kim-iruuv/,Manager Kim,"4.0","22","165-eng-li","5.8 M","5.7 K","5 days, 9 hours"
3672,https://www.mgeko.cc/manga/blade-and-expedition-impervious-sword/,Blade and Expedition: Impervious Sword,"0.0","0","6-eng-li","129 K","540","2 years, 9 months"
3673,https://www.mgeko.cc/manga/i-played-the-role-of-a-hated-hero-but-for-some-reason-im-loved-by-the-last-boss-and-living-with-her/,"I played the role of a hated hero, but for some reason I’m loved by the Last Boss and living with her!","0.0","0","22-eng-li","810 K","2.7 K","1 year, 10 months"
3674,https://www.mgeko.cc/manga/i-signed-killing-god-in-the-wasteland-ku/,I signed Killing God in the Wasteland,"0.0","0","71.1-eng-li","633 K","1.1 K","2 years"
3675,https://www.mgeko.cc/manga/life-cry/,Life Cry,"0.0","0","54-eng-li","479 K","1.2 K","2 years"
3676,https://www.mgeko.cc/manga/the-previous-life-murim-ranker-mg1/,The Previous Life Murim Ranker,"4.4","16","133-eng-li","7.2 M","8.2 K","3 months, 1 week"
3677,https://www.mgeko.cc/manga/heilang-the-bride-of-the-black-wolf/,Heilang: The Bride Of The Black Wolf,"0.0","0","51-eng-li","52 K","103","1 year, 11 months"
3678,https://www.mgeko.cc/manga/naru-michi-o-tadoru-ore-isekaij-de-zam-wo-shikk-suru/,"Saikyō no Mamono ni Naru Michi O Tadoru Ore, Isekaijū de Zamā Wo Shikkō Suru","0.0","0","16-eng-li","301 K","845","10 months, 3 weeks"
3679,https://www.mgeko.cc/manga/the-people-on-earth-are-too-ferocious/,The People On Earth Are Too Ferocious,"3.9","11","246-eng-li","4.8 M","3.4 K","4 days, 21 hours"
3680,https://www.mgeko.cc/manga/chikashitsu-dungeon-binbou-kyoudai-wa-goraku-wo-motomete-saikyou-e/,Chikashitsu Dungeon: Binbou Kyoudai wa Goraku wo Motomete Saikyou e,"0.0","0","46-eng-li","504 K","1.1 K","1 year, 2 months"
3681,https://www.mgeko.cc/manga/the-descent-of-the-patriarch/,The Descent Of The Patriarch,"5.0","1","113-eng-li","1.9 M","1.7 K","5 months, 3 weeks"
3682,https://www.mgeko.cc/manga/my-girlfriend-mentally-drains-me-with-her-trivia/,My Girlfriend Mentally drains me with her Trivia,"0.0","0","10-eng-li","66 K","249","3 years"
3683,https://www.mgeko.cc/manga/living-with-my-pupil-is-even-more-stressful-than-the-battlefield/,Living With My Pupil Is Even More Stressful Than the Battlefield,"0.0","0","0-eng-li","48 K","412","3 years"
3684,https://www.mgeko.cc/manga/great-zhou-immortal-officials/,Great Zhou Immortal Officials,"4.4","8","150-eng-li","735 K","911","3 days, 19 hours"
3685,https://www.mgeko.cc/manga/whatever-i-wanted-but-for-some-reason-it-was-called-the-crown-prince-s-book/,"The Villainess wants to get rid of her husband! -I was doing whatever I wanted, but for some reason it was called ""The Crown Prince's Book""~","0.0","0","6.5-eng-li","157 K","433","2 years, 3 months"
